"screen_name","user_id","created_at","status_id","text","retweet_count","favorite_count","is_quote_status","quote_status_id","is_retweet","retweet_status_id","in_reply_to_status_status_id","in_reply_to_status_user_id","in_reply_to_status_screen_name","lang","source","media_id","media_url","media_url_expanded","urls","urls_display","urls_expanded","mentions_screen_name","mentions_user_id","symbols","hashtags","coordinates","place_id","place_type","place_name","place_full_name","country_code","country","bounding_box_coordinates","bounding_box_type"
"stephenasmith","16302242",2017-09-26 19:58:30,"912768360886280192","Not yet. But he's coming#AskGH. https://t.co/BUjrQE5yA0",22,137,TRUE,"912764100953944064",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/Kuhlmann92/sta…","https://twitter.com/Kuhlmann92/status/912764100953944064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:58:10,"912768278283636741","Frank Caliendo is pretty good. My man @iamjamiefoxx is really getting at me these days (I'm going kill him:). And… https://t.co/AjgfGs5jpE",13,88,TRUE,"912764107362832387",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912768278283636741","iamjamiefoxx","138600717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:56:28,"912767850242351106","Stop it.#AskGH https://t.co/emg4Gp4aMo",49,208,TRUE,"912764119299870720",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/rekooks/status…","https://twitter.com/rekooks/status/912764119299870720",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:56:11,"912767779845165058","Better than I felt about them before the season started.#AskGH https://t.co/YolsZdiTYj",8,73,TRUE,"912764119836712962",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/KXSXVN/status/…","https://twitter.com/KXSXVN/status/912764119836712962",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:55:47,"912767678317768705","No.#AskGH https://t.co/72ngiNATbS",37,191,TRUE,"912764133275299850",FALSE,NA,NA,NA,NA,"und","Twitter Web Client",NA,NA,NA,NA,"twitter.com/Mralliwantisu/…","https://twitter.com/Mralliwantisu/status/912764133275299850",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:55:26,"912767588807135234","Thank you so much. #AskGH https://t.co/vTNVXNNI20",9,66,TRUE,"912764183057502209",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/DeathRizzow/st…","https://twitter.com/DeathRizzow/status/912764183057502209",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:54:56,"912767465830141953","Successul people rarely have time. They MAKE time to get things done that they want to get done.#AskGH https://t.co/ynZlnC6P06",46,165,TRUE,"912764224023285760",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/kdiddy591/stat…","https://twitter.com/kdiddy591/status/912764224023285760",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:54:15,"912767293008072704","And Errol Spence is mine, which you know. And you don't want any parts of Thurman in the ring with Spence. So where… https://t.co/QGOT2otzNp",12,67,TRUE,"912764242381627392",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912767293008072704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:52:21,"912766814777696257","Good answer.#AskGH https://t.co/WqWdkGaS3C",7,52,TRUE,"912764413584719872",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/MauriceBenard/…","https://twitter.com/MauriceBenard/status/912764413584719872",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:51:59,"912766721081135104","Especially when it's costing your money.#AskGH https://t.co/hh94Q29Mpa",52,187,TRUE,"912764416579563521",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/tntracer_/stat…","https://twitter.com/tntracer_/status/912764416579563521",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:51:39,"912766635961962497","Don't have to. Six Finals in Six Tries. Six Finals' MVP's. There's nothing to talk about here. #AskGH https://t.co/SnzEheTULs",312,762,TRUE,"912764442638561280",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/sala_jeff2/sta…","https://twitter.com/sala_jeff2/status/912764442638561280",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:51:00,"912766474791604231","Mike. All day. Everyday. And twice on Sunday.#AskGH https://t.co/vi1uBw4Qy6",164,463,TRUE,"912764449043382272",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/chris_firestin…","https://twitter.com/chris_firestine/status/912764449043382272",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:50:34,"912766363873239041","Because there's nothing else to achieve in Cleveland.#AskGH https://t.co/5R7fUawV7S",30,184,TRUE,"912764466886037505",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/bigdaddy0903/s…","https://twitter.com/bigdaddy0903/status/912764466886037505",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:50:02,"912766230196563970","Basketball: Michael Jordan. Soaps: I'm on it.#AskGH https://t.co/2jDJ6iMq9Y",19,74,TRUE,"912764493993738246",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/rgolindano/sta…","https://twitter.com/rgolindano/status/912764493993738246",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:49:29,"912766093869174784","But I'd do double-duty if they ask me to set up shop in LA.#AskGH https://t.co/xdDg2ojhEX",12,54,TRUE,"912764497827389440",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/Texasballer26/…","https://twitter.com/Texasballer26/status/912764497827389440",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:49:07,"912766001816719362","Nope. I get paid too well:-).#AskGH https://t.co/xdDg2ojhEX",13,109,TRUE,"912764497827389440",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/Texasballer26/…","https://twitter.com/Texasballer26/status/912764497827389440",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:48:45,"912765906018856964","I would've made a huge difference. Would've forced folks to look inward instead of outward.#AskGH https://t.co/42ja9yTm29",30,95,TRUE,"912764514264928265",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/drewgood89/sta…","https://twitter.com/drewgood89/status/912764514264928265",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:48:16,"912765788104388615","Good player. But if he was great, there would've been no need for all these changes.#AskGH https://t.co/JUWQicvxYs",10,56,TRUE,"912764519566528512",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/Mickeybricks24…","https://twitter.com/Mickeybricks24/status/912764519566528512",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:47:47,"912765666700259328","Nope. @KingJames is still the best in the world and he's BOX OFFICE. Worth every penny. As far as I'm concerned, he… https://t.co/LEPLvSKbyQ",338,952,TRUE,"912764559944908802",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912765666700259328","KingJames","23083404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:47:07,"912765496046563330","Nope. Not right now.#AskGH https://t.co/48ONMbOCGE",12,65,TRUE,"912764565603209218",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/vRaptors_/stat…","https://twitter.com/vRaptors_/status/912764565603209218",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:46:45,"912765406309486593","I would've had you sent me her name but you missed out bro. #AskGH https://t.co/y8iO3Mc58e",10,50,TRUE,"912764581130403845",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/IllustriousBam…","https://twitter.com/IllustriousBama/status/912764581130403845",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:46:19,"912765295894417411","Please.#AskGH https://t.co/qXEl9xRZ5N",113,332,TRUE,"912764600109723648",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/drusano/status…","https://twitter.com/drusano/status/912764600109723648",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:46:08,"912765249018875904","Bad time to ask that question because he certainly isn't looking elite.#AskGH https://t.co/8B51XnKywW",12,56,TRUE,"912764613363724288",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/SubhojKumar/st…","https://twitter.com/SubhojKumar/status/912764613363724288",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:45:41,"912765135713964034","Thunder has the only show.#AskGH https://t.co/CdVRXxpYRQ",73,152,TRUE,"912764721610203136",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/MatthewDanian/…","https://twitter.com/MatthewDanian/status/912764721610203136",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:45:17,"912765034459254785","When you earn it.#AskGH https://t.co/84OOw7rh2Z",5,32,TRUE,"912764769404428288",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/TheDarkprince3…","https://twitter.com/TheDarkprince34/status/912764769404428288",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:45:01,"912764966750564352","Carly is always welcome:-).#AskGH https://t.co/WTZDE1IyFG",19,60,TRUE,"912764772646572033",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/BrianGarofalo/…","https://twitter.com/BrianGarofalo/status/912764772646572033",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:43:40,"912764629520125956","I love them just the way they are. I hate them with anyone else. Storyline: How about someone hurts Carly and Sonny… https://t.co/5cmi3EVmxU",19,65,TRUE,"912754476297027584",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912764629520125956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:42:41,"912764381636808704","I've admired @thelaurawright for years. She's the best Carly ever, in my opinion. But I've always loved her with So… https://t.co/LLNQLeGHV1",13,60,TRUE,"912754548581830656",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912764381636808704","thelaurawright","276554975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:41:30,"912764083795058688","It is. I have a recurring role. From my understanding, I'm not going anywhere.#AskGH https://t.co/LvvKKqvfVm",13,61,TRUE,"912754699220275201",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/john7usa6/stat…","https://twitter.com/john7usa6/status/912754699220275201",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:40:31,"912763837035810818","It's the one thing in life I get giddy about. And I don't do Giddy. But to be acting on a show I've watched for 40… https://t.co/AwUqEJtQOp",14,68,TRUE,"912754877843099649",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912763837035810818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:39:20,"912763537063374853","yes Maam.#AskGH https://t.co/j1RSbasVAb",9,40,TRUE,"912755171519688704",FALSE,NA,NA,NA,NA,"nl","Twitter Web Client",NA,NA,NA,NA,"twitter.com/CrystalTweets1…","https://twitter.com/CrystalTweets19/status/912755171519688704",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:38:59,"912763450471919616","How to be true to yourself. Even in acting, there's a way to incorporate a piece of your true authentic self in any… https://t.co/J6AQfMqedv",10,58,TRUE,"912755172551675905",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912763450471919616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:38:11,"912763247551553536","Yes. But none of us are 100% sure. It's @KingJames. He's earned the right to do what he pleases. https://t.co/JHjzLUbDdi",92,366,TRUE,"912755224758018049",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/robertoque1/st…","https://twitter.com/robertoque1/status/912755224758018049","KingJames","23083404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:37:30,"912763077652774912","I just grind, work hard and try to be the best at whatever it is I do. Reach for the stars and you're likely to cat… https://t.co/nzMkAtfNMb",114,454,TRUE,"912755227123752961",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912763077652774912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:36:51,"912762911948460034","Oh Lord:-).#AskGH https://t.co/9RhjCwFi7S",13,43,TRUE,"912755301081681922",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/MauriceBenard/…","https://twitter.com/MauriceBenard/status/912755301081681922",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:36:12,"912762750295736320","October 3rd in a Preseason game. I could care less about games that don't count. I'm beyond that.#AskGH https://t.co/ABMWfWxklx",15,67,TRUE,"912755369792950273",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/yayneeknowit/s…","https://twitter.com/yayneeknowit/status/912755369792950273",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:35:42,"912762624873582593","Loved it more than you know. Have always loved him and @MauriceBenard together. Although I have tremendous respect… https://t.co/mDVunQ9IcV",14,51,TRUE,"912755446443855873",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912762624873582593","MauriceBenard","251432707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:34:46,"912762390768422912","I hope so. But I don't make that call. I just do the work and pray they like it enough to keep calling me back.… https://t.co/U86fZw1UQp",14,45,TRUE,"912755449723834368",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912762390768422912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:34:14,"912762256613666816","I have no choice boy. I don't want you giving the order to take me out (Haaaaa).#AskGH https://t.co/p0o5vFDCb1",11,62,TRUE,"912755491314401280",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/MauriceBenard/…","https://twitter.com/MauriceBenard/status/912755491314401280",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:33:39,"912762108441501697","appreciate the love, bro. No doubt. https://t.co/SzixyoAMs4",8,44,TRUE,"912755510025310210",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/DCMikeWright/s…","https://twitter.com/DCMikeWright/status/912755510025310210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:33:18,"912762018884734977","In LA for the Lakers' home opener in mid-October.#AskGH https://t.co/wFyU4GNojc",42,151,TRUE,"912755591617138688",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/cedar_bridge/s…","https://twitter.com/cedar_bridge/status/912755591617138688",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:32:51,"912761908285120513","Not easy at all because I also try an memorize others' lines so I'll know when I'm suppose to intervene. Not easy.… https://t.co/R8CWBjbZZ1",12,47,TRUE,"912755649695686662",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912761908285120513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:32:04,"912761711261822978","Because of don't deserve it when I'm working with a phenonmenal actor who's been doing this since I was in college.… https://t.co/rLqJ1lOk2V",12,47,TRUE,"912755650039558149",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912761711261822978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:31:31,"912761572459728896","Well, he's not losing me anytime soon buddy.#AskGH https://t.co/iVIwQYrkNh",10,39,TRUE,"912755695048626179",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/MauriceFF/stat…","https://twitter.com/MauriceFF/status/912755695048626179",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:31:00,"912761441312296960","The 76ers for now, because they have more than just Lonzo and they're in the East. But Lakers win in Free Agency ne… https://t.co/fxISopfSnn",41,151,TRUE,"912755867388440576",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912761441312296960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:30:23,"912761286269767682","I'll be around. I can promise you that.#AskGH https://t.co/KWPjlkDnMW",8,43,TRUE,"912755871612010498",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/The_Real_JLyri…","https://twitter.com/The_Real_JLyric/status/912755871612010498",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:30:00,"912761189473640448","I can't imagine that we wouldn't.#AskGH https://t.co/nBD46CRg6L",8,33,TRUE,"912755878473936896",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/kjlamborn/stat…","https://twitter.com/kjlamborn/status/912755878473936896",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:29:31,"912761068988100610","Not as sweet as you are for calling us that:-)#AskGH https://t.co/GC9Fv4jan5",10,41,TRUE,"912755918332420101",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/LoriGrady8/sta…","https://twitter.com/LoriGrady8/status/912755918332420101",NA,NA,NA,"AskGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stephenasmith","16302242",2017-09-26 19:29:06,"912760963685867522","Gotcha beat on that one, buddy. I've been on @FirstTake for nearly four years now. But I've watched… https://t.co/qQUM2P790j",27,137,TRUE,"912755924908965889",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/912760963685867522","FirstTake","26588937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
