"screen_name","user_id","created_at","status_id","text","retweet_count","favorite_count","is_quote_status","quote_status_id","is_retweet","retweet_status_id","in_reply_to_status_status_id","in_reply_to_status_user_id","in_reply_to_status_screen_name","lang","source","media_id","media_url","media_url_expanded","urls","urls_display","urls_expanded","mentions_screen_name","mentions_user_id","symbols","hashtags","coordinates","place_id","place_type","place_name","place_full_name","country_code","country","bounding_box_coordinates","bounding_box_type"
"RealSkipBayless","43139414",2017-10-01 17:59:30,"914550354116624384","No team is deeper at running back than Dallas. Alfred Morris is such a nifty threat. McFadden can get you 100. Run, Cowboys, run.",4,11,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-10-01 17:39:21,"914545281944903680","JUST SO BAD. CANNOT LET THIS HAPPEN AGAINST THIS TEAM.",20,123,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-10-01 17:37:12,"914544742905638912","What a great athletic will-not-be-denied play by Ezekiel Elliott.",85,365,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-10-01 17:29:06,"914542704687669249","Great effort by Zeke.",58,249,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-10-01 17:20:51,"914540627848826881","Ryan Switzer has guts but on first 2 kickoffs, dumb guts.",14,80,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-10-01 17:20:14,"914540472537714688","No Sean Lee. No Nolan Carroll. No Woozy. No Hitchens. Will be long hard day for D. But early ""win"" on 3rd-7. 3-all. Drive, O, drive.",33,104,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-10-01 17:11:31,"914538276903620608","How much fresher will Rams be off 10 days off vs Cowboys off road Monday-nighter? Lombardi: ""Fatigue makes cowards of us all."" Here we go.",13,100,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-10-01 17:09:40,"914537812459872256","Second-down no gain off read option killed opening drive. Dak should've kept. Not a great start vs NFL's No. 1 scoring offense.",15,72,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-10-01 17:06:48,"914537092897583105","Best Zeke run of the year.",48,198,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-10-01 17:05:16,"914536704421384192","Dez does the Michael Irvin after catching big first-play pass. Good start for him and team. Be like Mike.",63,260,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-30 19:30:10,"914210781247311872","Proud of my school Vandy for scoring 24, hanging in at Fla. But so disappointed in late-game tackling. HAD A CHANCE. HIT WITH YOUR HEART.",35,334,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-30 06:15:33,"914010810111844352","Very close call on whether Darnold was trying to throw when he lost game-ending fumble. BUT NO COMPLAINT FROM HIM OR HELTON. NO REVIEW???",108,508,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-30 00:41:55,"913926850698555392","Hey, Zeke: prove you haven't lost confidence or a step or gained a few pounds. Your D needs you to keep ball away from NFL's No. 1 O, LA's.",114,517,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-30 00:37:35,"913925760355676162","Congrats on your new deal, Russ. You earned it. Now prove you can sacrifice some of your stats for more W's - and a deep run.",515,2136,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-29 20:31:58,"913863946603438081","Today's Undisputed podcast: https://t.co/SQxvj7IH2h",5,29,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"soundcloud.com/undisputedonfs…","https://soundcloud.com/undisputedonfs1/92917-packers-anthem-demonstration-trevathan-hit-cowboys-vs-rams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-29 15:12:11,"913783470970748934","Was Aaron Rodgers' performance last night overrated or underrated? Now on @undisputed",19,151,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"undisputed","765905855195803648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-29 14:35:58,"913774358476161026","Eric Dickerson gives us his thoughts on Zeke telling critics to ""shut up."" Now on @undisputed",9,66,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"undisputed","765905855195803648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-29 14:19:43,"913770266689277952","Will the Raiders or Broncos bounce back Sunday? Now on @undisputed",10,84,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"undisputed","765905855195803648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-29 13:55:30,"913764175335235585","Whats wrong with Zeke? Should Danny Trevathan be suspended? Now on @undisputed",11,106,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"undisputed","765905855195803648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-29 13:16:02,"913754242980093952","Packer fans vote 'no' to the Packers. @undisputed. 9:30 AM ET. FS1",13,80,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"undisputed","765905855195803648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-29 00:29:51,"913561426538536961","Martellus, Lance Kendricks wanted to make Lambeau fans make a choice. Lock arms to support black players, or not. Looked like many did not.",150,411,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-29 00:26:48,"913560657009680385","Packers asked all fans at Lambeau to lock arms during Anthem. Hard to tell via TV. I saw a few who locked arms. Saw a whole lot who didn't.",218,927,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-28 21:45:15,"913520001562304512","Today's Undisputed podcast: https://t.co/cuA8TUvdd2",6,29,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"soundcloud.com/undisputedonfs…","https://soundcloud.com/undisputedonfs1/92817-president-trumps-nfl-comments-objs-celebrations-cedric-the-entertainer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-28 15:41:09,"913428374978150400","Cedric the Entertainer joins us to debate Odell, LeBron/DWade, Carmelo going to the Thunder. Now on @undisputed",30,123,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"undisputed","765905855195803648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-28 15:26:37,"913424716039282688","LeBron is now reuniting in Cleveland with his mentor, and the player who taught him how to win in Dwyane Wade. More… https://t.co/DQ3AsdPixX",113,322,TRUE,"913422322811334657",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/913424716039282688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-28 13:15:47,"913391788378906624","Also today: Has Odell gone completely over the edge? Is DWade the best thing that's ever happened to LeBron? Cedric the Entertainer joins us",24,201,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-28 13:11:35,"913390734333460480","The NFL is under attack by the President of the United States. @undisputed. 9:30 AM ET. FS1",123,570,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"undisputed","765905855195803648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RealSkipBayless","43139414",2017-09-27 20:38:47,"913140887495913472","Today's Undisputed podcast: https://t.co/nUrqvu0AsF",8,35,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"soundcloud.com/undisputedonfs…","https://soundcloud.com/undisputedonfs1/92717-shannon-responds-to-ray-lewis-ncaa-scandal-wade-to-cavs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
